name,name_mn,calories,carbohydrate,sugars,fiber,protein,fat
"Squash, without salt, drained, boiled, cooked, crookneck and straightneck, summer",,23.0,3.79,2.48,1.1,1.04,0.39
"KELLOGG'S, Ice Cream Shoppe Frosted Vanilla Milkshake Toaster Pastries, POP-TARTS",,398.0,70.1,23.9,2.7,4.0,11.3
"KFC, skin and breading removed, meat only, Drumstick, EXTRA CRISPY, Fried Chicken",,170.0,0.0,0.0,0.0,25.9,7.43
"Lamb, raw, separable lean and fat, bone-in, leg chop/steak, imported, New Zealand",,206.0,0.13,0.0,0.0,18.64,14.52
"Cereals, no salt, prepared with water, QUAKER/MOTHER'S Oat Bran, Oat Bran, QUAKER",,43.0,7.49,0.0,1.7,2.03,0.95
"PREGO Pasta, ready-to-serve, Onion and Garlic Italian Sauce, Chunky Garden Tomato",,72.0,10.4,8.0,2.4,1.6,2.4
"Soymilk, vitamins A and D, with added calcium, light, chocolate and other flavors",,47.0,8.24,7.13,0.7,2.1,0.64
"Snacks, salted, made with partially hydrogenated soybean oil, plain, potato chips",,536.0,52.9,0.0,4.8,7.0,34.6
"Corn, without salt, drained, boiled, cooked, kernels on cob, frozen, white, sweet",,94.0,22.33,0.0,2.1,3.11,0.74
"Pork, raw, separable lean and fat, blade (steaks), (Boston butt), shoulder, fresh",,186.0,0.0,0.0,0.0,17.42,12.36
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, arm pot roast, chuck",,139.0,0.0,0.0,0.0,21.96,5.05
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, arm pot roast, chuck",,125.0,0.0,0.0,0.0,22.26,3.32
"Pork, pan-fried, cooked, separable lean only, bone-in, blade (chops), loin, fresh",,222.0,0.0,0.0,0.0,26.38,12.14
"Chicken, braised, cooked, meat and skin, drumstick, dark meat, broilers or fryers",,187.0,0.0,0.0,0.0,22.72,10.73
"Seeds, from roasted and toasted kernels (most common type), tahini, sesame butter",,595.0,21.19,0.49,9.3,17.0,53.76
"Pork, unheated, separable lean and fat, bone-in, slice, ham -- water added, cured",,164.0,1.1,1.1,0.0,15.73,10.77
"KFC, skin and breading removed, meat only, Breast, ORIGINAL RECIPE, Fried Chicken",,149.0,0.0,0.0,0.0,26.89,4.56
"Beef, boiled, cooked, heart, variety meats and by-products, imported, New Zealand",,179.0,0.0,0.0,0.0,31.29,6.0
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, steak, tenderloin",,246.0,0.0,0.0,0.0,19.82,17.88
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, steak, tenderloin",,249.0,0.0,0.0,0.0,19.37,18.46
"CAMPBELL'S Red and White, condensed, GOLDFISH Pasta with Chicken in Chicken Broth",,63.0,9.52,0.79,0.8,2.38,1.59
"Pork, separable lean only, unheated, bone-in, shank, ham and water product, cured",,113.0,1.2,1.06,0.0,17.53,4.18
"Pork, unheated, separable lean only, bone-in, slice, ham and water product, cured",,103.0,2.82,0.91,0.0,14.47,3.78
"KELLOGG'S, Ice Cream Shoppe Frosted Hot Fudge Sundae Toaster Pastries, POP-TARTS",,391.0,69.8,24.7,3.3,4.4,10.8
"Creamy dressing, reduced calorie, made with sour cream and/or buttermilk and oil",,160.0,7.0,5.65,0.0,1.5,14.0
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean only, foreshank, domestic",,120.0,0.0,0.0,0.0,21.08,3.29
"Lima beans, with salt, drained, boiled, cooked, fordhook, frozen, immature seeds",,103.0,19.32,1.34,5.3,6.07,0.34
"Lamb, braised, cooked, separable lean and fat, fore-shank, imported, New Zealand",,256.0,0.03,0.0,0.0,30.35,14.99
"Potatoes, whole milk and margarine, without milk, prepared from granules, mashed",,108.0,14.4,0.0,2.2,2.05,4.93
"Pork, roasted, cooked, separable lean only, bone-in, blade (roasts), loin, fresh",,217.0,0.0,0.0,0.0,25.7,11.89
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, tip round, round",,178.0,0.0,0.0,0.0,19.74,10.39
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, tip round, round",,199.0,0.0,0.0,0.0,19.48,12.83
"Chickpeas (garbanzo beans, bengal gram), with salt, boiled, cooked, mature seeds",,164.0,27.42,4.8,7.6,8.86,2.59
"Pork, raw, separable lean only, boneless, sirloin (chops or roasts), loin, fresh",,121.0,0.0,0.0,0.0,22.81,2.59
"Oil, high oleic (primary safflower oil of commerce), salad or cooking, safflower",,884.0,0.0,0.0,0.0,0.0,100.0
"Pork, broiled, cooked, separable lean and fat, boneless, petite tender, shoulder",,155.0,0.0,0.0,0.0,27.47,4.23
"Beef, boiled, tripe cooked, variety meats and by-products, imported, New Zealand",,103.0,0.0,0.0,0.0,19.0,2.98
"Beef, boiled, cooked, variety meats and by-products liver, imported, New Zealand",,150.0,3.78,0.0,0.0,23.3,4.68
"Lamb, braised, cooked, separable lean and fat, neck chops, imported, New Zealand",,307.0,0.03,0.0,0.0,28.53,21.43
"Beverages, powder, lemon-flavored, sweetened with sodium saccharin, instant, tea",,338.0,85.4,1.88,0.0,3.3,0.6
"Lamb, braised, cooked, separable lean and fat, hind-shank, imported, New Zealand",,247.0,0.04,0.0,0.0,29.59,14.22
"Lamb, fast fried, cooked, separable lean only, tenderloin, imported, New Zealand",,155.0,0.0,0.0,0.0,27.94,4.81
"Lamb, raw, separable lean only, square-cut shoulder chops, imported, New Zealand",,164.0,0.0,0.0,0.0,20.62,9.08
"Yogurt, fortified with vitamin D, 11 grams protein per 8 ounce, low fat, vanilla",,85.0,13.8,13.8,0.0,4.93,1.25
"Bagels, with calcium propionate (includes onion, poppy, sesame), enriched, plain",,264.0,52.38,8.43,1.6,10.56,1.32
"CAMPBELL'S CHUNKY Microwavable Bowls, ready-to-serve, Chicken and Dumplings Soup",,78.0,7.35,0.82,1.2,3.27,3.67
"Pork, raw, separable lean and fat, bone-in, blade (chops or roasts), loin, fresh",,194.0,0.0,0.0,0.0,19.56,12.27
"Bread, and rice flour, rice starch, made with potato extract, white, gluten-free",,320.0,52.83,8.36,3.5,3.13,10.7
"Beef, fast fried, cooked, separable lean only, tenderloin, imported, New Zealand",,200.0,0.27,0.0,0.0,29.37,9.01
"Pork, unheated, separable lean and fat, bone-in, rump, ham -- water added, cured",,172.0,0.8,0.62,0.0,13.99,12.5
"KFC, skin and breading removed, meat only, Thigh, ORIGINAL RECIPE, Fried Chicken",,175.0,0.01,0.0,0.0,22.78,9.31
"Lamb, raw, separable lean and fat, rack - partly frenched, imported, New Zealand",,240.0,0.13,0.0,0.0,18.12,18.52
"CAMPBELL'S CHUNKY Soups, Chicken Noodle Soup, HEALTHY REQUEST Microwavable Bowls",,49.0,6.94,0.41,0.4,2.86,1.02
"Pork, unheated, separable lean only, bone-in, rump, ham and water product, cured",,107.0,1.24,0.97,0.0,17.93,3.38
"Cereals ready-to-eat, USDA Commodity Rice Crisps (includes all commodity brands)",,381.0,86.04,8.35,0.7,6.45,1.27
"Corn, without salt, drained, boiled, kernels cut off cob, frozen, yellow, sweet",,81.0,19.3,3.07,2.4,2.55,0.67
"Corn, with salt, drained, boiled, cooked, kernels on cob, frozen, yellow, sweet",,94.0,22.33,3.59,2.8,3.11,0.74
"Cowpeas (blackeyes), with salt, drained, boiled, cooked, frozen, immature seeds",,131.0,23.5,4.46,6.4,8.49,0.66
"Lamb, fast fried, cooked, separable lean only, loin chop, imported, New Zealand",,208.0,0.41,0.0,0.0,27.43,10.7
"Babyfood, prepared with whole milk, with apple and orange, high protein, cereal",,112.0,13.4,0.0,0.0,6.9,3.9
"Pork, raw, separable lean only, bone-in, sirloin (chops or roasts), loin, fresh",,129.0,0.0,0.0,0.0,21.65,4.02
"Fast foods, with condiments and vegetables, regular patty, cheeseburger; double",,251.0,21.2,0.0,0.0,12.8,12.7
"Cereals ready-to-eat, cinnamon brown sugar crunch, SPECIAL K protein, KELLOGG'S",,356.0,69.8,30.29,9.5,22.29,2.59
"Cookies, unenriched, higher fat, regular, commercially prepared, chocolate chip",,481.0,66.8,0.0,2.5,5.4,22.6
"Frozen novelties, no sugar added, 98% fat free, SLIM-A-BEAR Fudge Bar, KLONDIKE",,124.0,30.07,7.1,6.0,4.31,1.88
"Frozen novelties, and grape POPSICLE pops, cherry, orange, sugar free, ice type",,21.0,5.14,1.52,0.0,0.0,0.0
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, steak, top sirloin",,127.0,0.0,0.0,0.0,22.27,3.54
"Beverages, with added nutrients, powder, chocolate-flavor beverage mix for milk",,400.0,90.28,81.82,4.5,4.55,2.27
"Pork, braised, cooked, separable lean only, bone-in, blade (chops), loin, fresh",,222.0,0.0,0.0,0.0,28.02,11.29
"Pork, broiled, cooked, separable lean only, bone-in, blade (chops), loin, fresh",,193.0,0.0,0.0,0.0,24.99,9.56
"Lamb, raw, separable lean and fat, rack - fully frenched, imported, New Zealand",,169.0,0.05,0.0,0.0,19.88,9.96
"Fast foods, cold cut on white bread with lettuce and tomato, submarine sandwich",,213.0,20.43,3.18,1.2,10.52,10.04
"Beef, raw, tripe uncooked, variety meats and by-products, imported, New Zealand",,77.0,0.0,0.0,0.0,14.86,1.98
"Beef, braised, cooked, separable lean only, oyster blade, imported, New Zealand",,196.0,0.0,0.0,0.0,29.87,8.46
"Potatoes, unprepared, frozen, salt added in processing, all types, french fried",,147.0,24.81,0.2,1.9,2.24,4.66
"Beverages, D2, B12, vitamins A, fortified with calcium, sweetened, coconut milk",,31.0,2.92,2.5,0.0,0.21,2.08
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, steak, top sirloin",,135.0,0.0,0.0,0.0,21.91,4.62
"Cereals, prepared with water, with cinnamon and spice, fortified, instant, oats",,96.0,18.95,6.31,2.0,2.37,1.21
"Macaroni or noodles with cheese, unprepared, made from reduced fat packaged mix",,297.0,52.06,5.04,2.0,13.1,4.03
"Lamb, broiled, cooked, separable lean only, loin, frozen, imported, New Zealand",,199.0,0.0,0.0,0.0,29.31,8.24
"Lima beans, without salt, drained, boiled, cooked, baby, frozen, immature seeds",,105.0,19.45,1.37,4.8,6.65,0.3
"Soup, prepared with water or ready-to-serve, reduced sodium, canned, bean & ham",,81.0,13.66,3.17,4.0,4.19,1.03
"Fast foods, with condiments and vegetables, regular patty, cheeseburger; single",,254.0,24.97,5.11,1.4,13.06,11.5
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, flat half, brisket",,129.0,0.0,0.0,0.0,21.69,4.06
"Syrups, Lite Syrup, Genuine Chocolate Flavored, HERSHEY'S Sugar free, chocolate",,43.0,14.2,0.27,2.9,2.87,2.03
"Pork, raw, with added solution, separable lean and fat, tenderloin, loin, fresh",,114.0,0.0,0.0,0.0,20.16,3.14
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, flat half, brisket",,124.0,0.0,0.0,0.0,21.45,3.61
"Beef, fast fried, cooked, separable lean only, striploin, imported, New Zealand",,217.0,0.0,0.0,0.0,28.53,11.4
"Beef, raw, prime, trimmed to 1/8"" fat, separable lean and fat, top round, round",,173.0,0.0,0.0,0.0,22.24,8.67
"Potatoes, unprepared, frozen, salt added in processing, roasted, yellow fleshed",,119.0,23.44,0.31,2.6,1.99,1.85
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, full cut, round",,195.0,0.0,0.0,0.0,20.56,11.92
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, full cut, round",,184.0,0.0,0.0,0.0,20.56,10.68
"Cake, in-store bakery, commercially prepared with chocolate frosting, chocolate",,389.0,52.84,39.96,2.2,3.48,20.05
"KFC, skin and breading removed, meat only, Wing, ORIGINAL RECIPE, Fried Chicken",,216.0,1.76,0.0,0.0,28.65,10.49
"Pork, unheated, separable lean only, boneless, whole, ham -- water added, cured",,110.0,1.45,1.45,0.0,17.34,3.97
"Yogurt, fortified with vitamin D, 10 grams protein per 8 ounce, low fat, fruit",,102.0,19.05,19.05,0.0,4.37,1.08
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, loin, domestic",,310.0,0.0,0.0,0.0,16.32,26.63
"Yogurt, with low-calorie sweetener, nonfat milk, flavors not chocolate, frozen",,104.0,19.7,12.61,2.0,4.4,0.8
"Oil, typical basis for ice cream coatings, confection fat, coconut, industrial",,884.0,0.0,0.0,0.0,0.0,100.0
"KASHI Three Cheese Ravioli with Mediterranean Tomato Sauce, unprepared, frozen",,131.0,19.7,3.6,2.1,5.5,4.2
"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, loin, domestic",,279.0,0.0,0.0,0.0,17.18,22.75
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, steak, tenderloin",,148.0,0.0,0.0,0.0,22.06,5.93
"Cereals, salt, prepared with water, QUAKER/MOTHER'S Oat Bran, QUAKER, Oat Bran",,43.0,7.49,0.0,1.7,2.03,0.95
"Pork, raw, separable lean only, boneless, blade (chops or roasts), loin, fresh",,123.0,0.82,0.0,0.0,21.35,3.78
"Pork, broiled, cooked, separable lean and fat, boneless, (chops), blade, fresh",,202.0,0.83,0.0,0.0,24.73,11.13
"Cereals ready-to-eat, KELLOGG's FROSTED MINI-WHEATS Bite Size Blueberry Muffin",,352.0,84.8,22.7,10.2,8.6,1.6
"Pork, braised, cooked, separable lean and fat, boneless, Leg sirloin tip roast",,156.0,0.0,0.0,0.0,31.11,2.56
"Chicken, original seasoning, rotisserie, cooked, skin only, broilers or fryers",,406.0,0.11,0.11,0.0,17.66,37.24
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, steak, flank",,155.0,0.0,0.0,0.0,21.22,7.17
"Cheese food, without added vitamin D, imitation, American, pasteurized process",,257.0,16.18,8.21,0.0,4.08,19.5
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, top loin, loin",,237.0,0.0,0.0,0.0,19.32,17.1
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, top loin, loin",,224.0,0.0,0.0,0.0,20.59,15.04
"Pork, raw, separable lean only, blade (steaks), (Boston butt), shoulder, fresh",,132.0,0.0,0.0,0.0,18.73,5.71
"Rolls, made with tapioca starch and brown rice flour, whole grain, gluten-free",,329.0,44.29,4.2,11.2,11.8,11.6
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, steak, tenderloin",,158.0,0.0,0.0,0.0,22.17,7.07
"Cereals, prepared with water, with raisins and spice, fortified, instant, oats",,88.0,17.91,8.71,1.3,1.98,0.95
"CAMPBELL'S Homestyle Microwaveable Bowls, HEALTHY REQUEST Italian Wedding Soup",,41.0,5.31,1.63,0.8,2.45,1.02
"Chicken, braised, cooked, with added solution, meat only, drumstick, dark meat",,149.0,0.0,0.0,0.0,22.99,6.33
"KFC, skin and breading removed, meat only, Breast, EXTRA CRISPY, Fried Chicken",,153.0,0.25,0.0,0.0,27.25,4.82
"Lamb, raw, separable lean only, bone-in, leg chop/steak, imported, New Zealand",,126.0,0.0,0.0,0.0,21.1,4.64
"KEEBLER, Mini Mints Grasshopper Cookies, FUDGE SHOPPE, 100 Calorie RIGHT BITES",,456.0,75.0,34.5,2.9,5.2,15.4
"Fast foods, and ranch sauce, cheese, with lettuce, grilled chicken in tortilla",,222.0,18.43,1.53,0.9,13.77,10.31
"Pork, braised, cooked, separable lean and fat, country-style ribs, loin, fresh",,273.0,0.0,0.0,0.0,26.49,17.71
"Corn, with salt, drained, boiled, cooked, kernels on cob, frozen, white, sweet",,94.0,22.33,0.0,2.8,3.11,0.74
"Corn, without salt, drained, boiled, kernels cut off cob, frozen, white, sweet",,80.0,19.56,3.12,2.4,2.75,0.43
"Bread, made with tapioca starch and brown rice flour, whole grain, gluten-free",,309.0,49.09,9.81,4.9,7.25,9.34
"Chicken, roasted, cooked, with added solution, meat only, drumstick, dark meat",,146.0,0.0,0.0,0.0,25.34,5.0
"Squash, with salt, drained, boiled, cooked, crookneck and straightneck, summer",,19.0,3.79,2.48,1.1,1.04,0.39
"Game meat , broiled, cooked, 1"" steak, separable lean only, top sirloin, bison",,171.0,0.0,0.0,0.0,28.05,5.65
"Cowpeas, canned with pork, mature seeds, common (blackeyes, crowder, southern)",,83.0,16.53,0.0,3.3,2.74,1.6
"Squash, without salt, drained, boiled, cooked, includes skin, zucchini, summer",,15.0,2.69,1.71,1.0,1.14,0.36
"Chicken, roasted, cooked, with added solution, meat and skin, thigh, dark meat",,214.0,0.09,0.0,0.0,23.47,13.81
"Pork, unheated, separable lean only, bone-in, slice, ham -- water added, cured",,95.0,1.23,1.23,0.0,17.38,2.29
"Pork, unheated, separable lean only, bone-in, shank, ham -- water added, cured",,91.0,0.71,0.71,0.0,18.65,1.87
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, rib, domestic",,372.0,0.0,0.0,0.0,14.52,34.39
"Corn, with salt, drained, boiled, cut off cob, kernels, frozen, yellow, sweet",,79.0,18.71,3.07,2.4,2.55,0.67
"Lamb, braised, cooked, separable lean only, neck chops, imported, New Zealand",,264.0,0.0,0.0,0.0,31.4,15.36
"Lamb, braised, cooked, separable lean only, hind-shank, imported, New Zealand",,196.0,0.0,0.0,0.0,32.5,7.37
"Chicken, roasted, cooked, meat only, drumstick, dark meat, broilers or fryers",,155.0,0.0,0.0,0.0,24.24,5.7
"Pork, unheated, separable lean only, bone-in, rump, ham -- water added, cured",,95.0,0.67,0.67,0.0,15.43,3.48
"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, rib, domestic",,342.0,0.0,0.0,0.0,15.32,30.71
"Pork, raw, separable lean only, bone-in, blade (chops or roasts), loin, fresh",,143.0,0.0,0.0,0.0,21.22,5.84
"Soup, prepared with equal volume water, low sodium, condensed, vegetable soup",,33.0,6.06,2.15,1.1,1.1,0.45
"Cookies, enriched, higher fat, regular, commercially prepared, chocolate chip",,492.0,65.36,32.9,2.0,5.1,24.72
"Fast foods, with condiments and vegetables, large patty, cheeseburger; double",,273.0,15.37,0.0,0.0,14.72,16.92
"Milk, with added vitamin A and vitamin D, whole, commercial, fluid, chocolate",,83.0,10.34,9.54,0.8,3.17,3.39
"POPEYES, skin and breading removed, meat only, Drumstick, Mild, Fried Chicken",,170.0,0.04,0.0,0.0,26.51,7.14
"Cereals, without salt, cooked with water, regular (10 minute), CREAM OF WHEAT",,50.0,10.52,0.03,0.5,1.44,0.21
"Veal, not breaded, pan-fried, cooked, separable lean and fat, leg (top round)",,211.0,0.0,0.0,0.0,31.75,8.35
"Cake, in-store bakery, with chocolate frosting, commercially prepared, yellow",,379.0,55.36,39.22,1.5,3.16,17.75
"Beverages, fortified with vitamin C, diet, citrus, ready-to-drink, green, tea",,1.0,0.31,0.0,0.0,0.0,0.0
"Rolls, and corn starch, rice starch, made with rice flour, white, gluten-free",,239.0,50.47,6.87,5.1,3.34,2.65
"School Lunch, cooked, frozen, whole grain, thick crust, cheese topping, pizza",,254.0,28.08,5.02,2.9,14.62,9.27
"KFC, skin and breading removed, meat only, Thigh, EXTRA CRISPY, Fried Chicken",,179.0,0.0,0.0,0.0,22.41,9.96
"Water, fruit flavored, with corn syrup and/or sugar and low calorie sweetener",,18.0,4.5,4.5,0.0,0.0,0.0
"Margarine-like, without salt, stick/tub/bottle, 60% fat, vegetable oil spread",,533.0,0.86,0.0,0.0,0.17,59.81
"Lamb, braised, cooked, separable lean only, fore-shank, imported, New Zealand",,209.0,0.0,0.0,0.0,33.31,8.4
"Soup, prepared with equal volume low fat (2%) milk, canned, cream of mushroom",,65.0,5.76,2.82,0.3,2.36,3.58
"Split pea soup, prepared with water or ready-to serve, reduced sodium, canned",,71.0,11.83,5.06,1.9,3.85,0.92
"Fast foods, and ranch sauce, cheese, with lettuce, crispy chicken in tortilla",,275.0,23.22,2.48,1.3,11.48,15.1
"Fast foods, large patty; with condiments and vegetables, cheeseburger; single",,206.0,16.81,4.0,1.4,11.59,10.36
"Balsam-pear (bitter gourd), without salt, drained, boiled, cooked, leafy tips",,34.0,6.68,1.04,1.9,3.6,0.2
"MORNINGSTAR FARMS Breakfast Biscuit Sausage, unprepared, frozen, Egg & Cheese",,257.0,37.5,4.0,1.5,9.3,8.1
"Chicken, braised, cooked, meat and skin, thigh, dark meat, broilers or fryers",,229.0,0.0,0.0,0.0,22.57,15.43
"Chicken, braised, cooked, meat only, drumstick, dark meat, broilers or fryers",,149.0,0.0,0.0,0.0,23.93,5.95
"Milk, without added vitamin A and vitamin D (fat free or skim), fluid, nonfat",,34.0,4.96,5.09,0.0,3.37,0.08
"Yogurt, fortified with vitamin D, 9 grams protein per 8 ounce, low fat, fruit",,99.0,18.64,18.64,0.0,3.98,1.15
"Lamb, raw, separable lean and fat, square-cut shoulder, imported, New Zealand",,272.0,0.24,0.0,0.0,16.16,22.89
"Lamb, raw, separable lean only, rack - partly frenched, imported, New Zealand",,160.0,0.0,0.0,0.0,20.65,8.61
"Chicken, batter, fried, cooked, meat and skin, light meat, broilers or fryers",,277.0,9.5,0.0,0.0,23.55,15.44
"Lamb, raw, separable lean only, rack - fully frenched, imported, New Zealand",,147.0,0.0,0.0,0.0,20.61,7.12
"Cereals ready-to-eat, touch of brown sugar, SPECIAL K gluten free, KELLOGG'S",,369.0,86.5,19.1,9.3,6.09,2.5
"Lima beans, with salt, drained, boiled, cooked, baby, frozen, immature seeds",,105.0,19.45,1.37,4.8,6.65,0.3
"Pork, raw, separable lean and fat, bone-in, center loin (chops), loin, fresh",,170.0,0.0,0.0,0.0,20.71,9.03
"Beef, raw, choice, trimmed to 1/4"" fat, separable lean only, shank crosscuts",,128.0,0.0,0.0,0.0,21.75,3.85
"Chicken, heated (conventional oven), barbecue flavored, glazed, frozen, wing",,242.0,3.36,1.94,0.5,22.24,14.87
"Beans, without salt, drained, boiled, cooked, sprouted, mature seeds, kidney",,33.0,4.72,0.0,0.0,4.83,0.58
"Beverage, not reconstituted, sugar-free, chocolate, instant breakfast powder",,358.0,41.0,39.0,2.0,35.8,5.1
"Beef, raw, Aust. marble score 4/5, external fat, Wagyu, imported, Australian",,596.0,0.0,0.0,0.0,6.54,63.27
